1,0,"BCX","rickj001","T",2
1,0,"*BSBBCX","machm001","T",0
1,1,"BFFS","davic003","T",0
1,2,"FBTBBFFX","trumm001","T",0
1,0,"CX","bettm001","T",1
1,0,"*B1>FF1F>X","pedrd001","T",1
1,0,"BFBX","bogax001","T",1
1,0,"BBX","ortid001","T",1
1,0,"SX","ramih003","F",0
1,1,"*BX","shawt001","T",0
1,2,"B>B","holtb002","F",0
1,2,"B>B.CFX","holtb002","T",0
2,0,"CBST","wietm001","T",0
2,1,"CCX","hardj003","T",0
2,2,"BSCFFS","schoj001","T",0
2,0,"SBFX","swihb001","T",0
2,1,"BBCBLS","bradj001","T",0
2,2,"CBBBX","bettm001","T",1
2,2,"11BBX","pedrd001","T",0
3,0,"CBCBS","reimn001","T",0
3,1,"BX","josec002","T",1
3,1,"BBCBB","rickj001","F",0
3,1,"FH","machm001","F",0
3,1,"FSBFX","davic003","T",1
3,1,"BSX","trumm001","T",4
3,1,"CCBBBS","wietm001","T",0
3,2,"CBX","hardj003","T",0
3,0,"BBCX","bogax001","T",0
3,1,"BBBCFX","ortid001","T",0
3,2,"BCX","ramih003","T",0
3,2,"CBBX","shawt001","T",0
4,0,"BSSBBB","schoj001","F",0
4,0,"B1CTBX","reimn001","T",0
4,1,"1BSSC","josec002","T",0
4,2,"1CSFBX","rickj001","T",0
4,0,"CBBFBB","holtb002","F",0
4,0,"BC1X","swihb001","T",1
4,0,"BFBBX","bradj001","T",2
4,0,"BFX","bettm001","T",0
4,1,"1BX","pedrd001","T",0
5,0,"BCBSX","machm001","T",1
5,0,"SBF1B","davic003","F",0
5,0,"SBF1B.BFS","davic003","T",0
5,1,"X","trumm001","T",0
5,2,"CB","wietm001","F",0
5,2,"CB.BFFC","wietm001","T",0
5,0,"FBBFX","bogax001","T",0
5,1,"BCBCBC","ortid001","T",0
5,2,"BSBBSFFC","ramih003","T",0
6,0,".BBX","hardj003","T",2
6,0,"X","schoj001","T",2
6,0,"*BBFSFBS","reimn001","T",0
6,1,"CX","josec002","T",0
6,0,"..BX","younc004","T",0
6,1,"BBCBB","holtb002","F",0
6,1,"CX","swihb001","T",1
6,1,"CFX","bradj001","T",0
6,2,".11C1FP>B","bettm001","F",0
6,2,".11C1FP>B.FS","bettm001","T",0
7,0,"...CBFS","rickj001","T",0
7,1,"X","machm001","T",1
7,1,"SSB","davic003","F",0
7,1,"SSB.S","davic003","T",0
7,2,"X","trumm001","T",0
7,0,"BCSBFT","pedrd001","T",0
7,1,"FFS","bogax001","T",0
7,2,"BBBCFX","ortid001","T",2
7,2,"IIII","ramih003","F",0
7,2,"CBSBS","younc004","T",0
8,0,".FBSM","wietm001","T",0
8,1,"CCS","hardj003","T",0
8,2,"SX","schoj001","T",0
8,0,".BBCX","holtb002","T",0
8,1,"FCX","swihb001","T",0
8,2,"FSX","bradj001","T",0
9,0,"..X","flahr001","T",0
9,1,"CBBBB","josec002","F",0
9,1,"C1BBCBS","rickj001","T",0
9,2,"BBBB","machm001","F",0
9,2,"CX","davic003","T",4
9,2,"FBFS","trumm001","T",0
9,0,"....BCFBFFBX","bettm001","T",4
9,0,"BCX","pedrd001","T",1
9,0,"BFB","bogax001","F",0
9,0,"BFB.BB","bogax001","F",0
9,0,"BSFX","ortid001","T",0
9,2,"CSFS","ramih003","T",0
1,0,"CBX","rickj001","T",0
1,1,"BBX","machm001","T",0
1,2,"BBBB","davic003","F",0
1,2,"CSBX","trumm001","T",1
1,2,"CFS","wietm001","T",0
1,0,"CSBFBBS","bettm001","T",0
1,1,"BCBFFX","pedrd001","T",1
1,1,"BCFC","bogax001","T",0
1,2,"FSBX","ortid001","T",4
1,2,"CX","ramih003","T",0
2,0,"BBSBB","alvap001","F",0
2,0,"B1BX","hardj003","T",0
2,1,"CFX","schoj001","T",0
2,2,"B1C*BFFB>C","flahr001","T",0
2,0,"BBSX","shawt001","T",0
2,1,"CBBBB","holtb002","F",0
2,1,"CX","swihb001","T",0
3,0,"CCFFC","rickj001","T",0
3,1,"CFBBX","machm001","T",0
3,2,"BFBFBS","davic003","T",0
3,0,"CBBCBS","bradj001","T",0
3,1,"BFFC","bettm001","T",0
3,2,"BCCX","pedrd001","T",0
4,0,"CH","trumm001","F",0
4,0,"X","wietm001","T",0
4,1,"BBCX","alvap001","T",0
4,2,"CBFX","hardj003","T",4
4,2,"SX","schoj001","T",0
4,0,"CX","bogax001","T",0
4,1,"FFBFBBX","ortid001","T",0
4,2,"CBSBFX","ramih003","T",1
4,2,"CFH","shawt001","F",0
4,2,"*BBFH","holtb002","F",0
4,2,"SFBFBX","swihb001","T",0
5,0,"CCC","flahr001","T",0
5,1,"CX","rickj001","T",0
5,2,"CBBX","machm001","T",0
5,0,"SBBCX","bradj001","T",1
5,0,"X","bettm001","T",2
5,0,"CCBFX","pedrd001","T",0
5,1,"FB*B+3FB","bogax001","F",0
5,1,"FB*B+3FB.X","bogax001","T",0
5,2,"CSX","ortid001","T",0
6,0,"BFBBCX","davic003","T",1
6,0,"B1BC1FBFFFX","trumm001","T",4
6,0,"SBFBBFB","wietm001","F",0
6,0,"SFX","alvap001","T",2
6,0,".BCBX","hardj003","F",0
6,1,"SBX","schoj001","T",0
6,2,"IIII","flahr001","F",0
6,2,"B>C","rickj001","F",0
6,2,"B>C.FS","rickj001","T",0
6,0,".FX","ramih003","T",0
6,1,"SBCFFFX","shawt001","T",2
6,1,"BCX","holtb002","T",0
6,2,"CBBSX","swihb001","T",0
7,0,"BX","machm001","T",1
7,0,".BSSFS","davic003","T",0
7,1,"FBFX","trumm001","T",2
7,1,"SFX","wietm001","T",1
7,1,"CX","alvap001","T",0
7,2,"B*BCX","hardj003","T",4
7,2,"BBSX","schoj001","T",0
7,0,"BCX","bradj001","T",0
7,1,"BBFBFX","bettm001","T",0
7,2,"BCFBX","pedrd001","T",0
8,0,"BX","flahr001","T",1
8,1,"BBCCX","rickj001","T",1
8,1,"B1FB","machm001","F",0
8,1,"B1FB.CBX","machm001","T",0
8,2,"SFFBBB","davic003","F",0
8,2,"SFFBBB.B","davic003","F",0
8,2,"FBBX","trumm001","T",0
8,0,"..FX","bogax001","T",1
8,0,"CBFFFFX","ortid001","T",2
8,0,"CFX","ramih003","T",0
8,1,"..BBSX","younc004","T",0
8,2,"BX","holtb002","T",0
9,0,"...CBBBSS","wietm001","T",0
9,1,"CSS","alvap001","T",0
9,2,"BBCX","hardj003","T",0
9,0,"CSBX","swihb001","T",1
9,0,"X","bradj001","T",0
9,2,".CX","bettm001","T",2
9,2,"CSBFFX","pedrd001","T",0
1,0,"CBBCBFB","rickj001","F",0
1,0,"B11BX","machm001","T",0
1,1,"CBBBSC","davic003","T",0
1,2,"1CFX","trumm001","T",0
1,0,"BCBCX","bettm001","T",1
1,0,"1CB1>B","pedrd001","F",0
1,0,"1CB1>B.CBB","pedrd001","F",0
1,0,"BFBX","bogax001","T",0
1,2,"CBB>S","ortid001","F",0
1,2,"CBB>S.BB","ortid001","F",0
1,2,"C>B","ramih003","F",0
1,2,"C>B.BCB>F>X","ramih003","T",0
2,0,"CX","hardj003","T",2
2,1,"CBBFB*B","alvap001","F",0
2,1,"BSSS","schoj001","T",0
2,2,"BFS*BB>X","josec002","T",1
2,2,"CCBFBB+2*B","kim-h001","F",0
2,2,"FX","rickj001","T",0
2,0,"BBBCFFFC","shawt001","T",0
2,1,"CBBCC","holtb002","T",0
2,2,"CX","hanir001","T",1
2,2,"*BBFX","bradj001","T",0
3,0,"CX","machm001","T",2
3,0,"BBBX","davic003","T",4
3,0,"FBX","trumm001","T",0
3,1,"CFX","hardj003","T",0
3,2,"BBCSBX","alvap001","T",1
3,2,"CBFBS","schoj001","T",0
3,0,"BBCX","bettm001","T",1
3,0,"1BF1BX","pedrd001","T",1
3,0,"CX","bogax001","T",2
3,0,"BBBB","ortid001","F",0
3,0,"FFX","ramih003","T",0
3,2,"B*BCFFX","shawt001","T",0
4,0,"BCBSBFS","josec002","T",0
4,1,"BCBBB","kim-h001","F",0
4,1,"BX","rickj001","T",0
4,2,"BFBX","machm001","T",1
4,2,"CSX","davic003","T",0
4,0,"BBBCCB","holtb002","F",0
4,0,"S1CF1C","hanir001","T",0
4,1,"CB>X","bradj001","T",3
4,1,"X","bettm001","T",0
4,2,"BFSBBS","pedrd001","T",0
5,0,"BFSS","trumm001","T",0
5,1,"BCCX","hardj003","T",0
5,2,"BSSBBF*B","alvap001","F",0
